"","age","job","marital","education","default","balance","housing","loan","duration","deposit"
"7475",40,"blue-collar","married","secondary","no",271,"yes","no",483,"no"
"7476",40,"management","married","secondary","no",1576,"yes","yes",253,"no"
"7477",46,"blue-collar","married","secondary","no",0,"yes","no",328,"no"
"7478",34,"services","married","secondary","no",88,"yes","yes",82,"no"
"7479",58,"technician","married","secondary","no",4299,"yes","no",348,"no"
"7480",49,"blue-collar","married","primary","no",287,"yes","no",155,"no"
"7481",30,"blue-collar","married","secondary","no",486,"yes","no",1109,"yes"
"7482",44,"blue-collar","single","primary","no",1593,"yes","no",828,"yes"
"7483",53,"blue-collar","married","secondary","no",1852,"yes","no",134,"no"
"7484",30,"services","divorced","secondary","no",63,"yes","no",96,"no"
"7485",30,"blue-collar","single","secondary","no",17,"yes","no",197,"no"
"7486",37,"management","married","tertiary","no",1689,"yes","no",645,"no"
"7487",39,"blue-collar","married","secondary","no",0,"yes","no",209,"no"
"7488",27,"admin.","single","secondary","no",-181,"yes","yes",81,"no"
"7489",46,"technician","married","secondary","no",2527,"yes","yes",201,"no"
"7490",32,"blue-collar","married","secondary","no",544,"no","no",69,"no"
"7491",47,"services","married","secondary","no",795,"yes","no",42,"no"
"7492",56,"technician","single","secondary","no",3499,"yes","no",248,"no"
"7493",35,"blue-collar","single","secondary","no",1253,"no","no",2260,"no"
"7494",58,"self-employed","married","tertiary","no",-81,"no","no",54,"no"
"7495",30,"blue-collar","single","secondary","no",196,"yes","no",91,"no"
"7496",40,"blue-collar","married","secondary","no",1100,"yes","no",660,"no"
"7497",34,"blue-collar","married","primary","no",425,"yes","no",182,"no"
"7498",52,"blue-collar","married","primary","no",17,"yes","no",30,"no"
"7499",28,"services","married","secondary","no",222,"yes","no",101,"no"
"7500",44,"services","divorced","secondary","no",496,"yes","yes",54,"no"
"7501",38,"management","single","tertiary","no",6836,"yes","no",374,"no"
"7502",30,"services","single","tertiary","no",3516,"yes","no",447,"no"
"7503",36,"blue-collar","married","primary","yes",-1168,"yes","no",216,"no"
"7504",31,"blue-collar","single","primary","no",-502,"yes","no",76,"no"
"7505",42,"blue-collar","married","primary","no",163,"yes","no",62,"no"
"7506",51,"management","single","tertiary","no",3087,"yes","no",86,"no"
"7507",44,"blue-collar","married","secondary","no",3610,"yes","no",23,"no"
"7508",58,"blue-collar","married","secondary","no",1298,"yes","no",516,"no"
"7509",32,"management","single","tertiary","no",3886,"yes","yes",151,"no"
"7510",44,"blue-collar","married","secondary","no",-431,"yes","no",52,"no"
"7511",25,"blue-collar","married","primary","no",172,"yes","no",95,"no"
"7512",46,"entrepreneur","married","primary","no",171,"yes","no",52,"no"
"7513",54,"blue-collar","married","unknown","no",6251,"yes","no",421,"no"
"7514",46,"management","married","tertiary","no",385,"yes","no",52,"no"
"7515",45,"services","married","secondary","no",561,"yes","no",340,"no"
"7516",20,"student","single","tertiary","no",2764,"yes","no",139,"no"
"7517",26,"services","divorced","secondary","no",1600,"yes","yes",288,"no"
"7518",36,"technician","married","secondary","no",1345,"yes","no",231,"no"
"7519",44,"technician","married","secondary","no",378,"yes","no",203,"no"
"7520",40,"blue-collar","married","primary","no",-476,"yes","no",105,"no"
"7521",43,"blue-collar","married","unknown","yes",-715,"yes","no",67,"no"
"7522",44,"blue-collar","married","secondary","no",2885,"yes","no",63,"no"
"7523",46,"blue-collar","married","primary","no",476,"yes","no",311,"no"
"7524",49,"admin.","married","secondary","no",2501,"yes","no",50,"no"
"7525",24,"student","single","secondary","no",7,"yes","no",86,"no"
"7526",33,"blue-collar","married","primary","no",331,"yes","no",139,"no"
"7527",33,"services","married","secondary","no",1785,"yes","no",287,"no"
"7528",46,"entrepreneur","married","primary","no",1757,"yes","no",396,"no"
"7529",36,"blue-collar","married","secondary","no",604,"yes","no",235,"no"
"7530",44,"management","married","tertiary","no",1732,"yes","no",43,"no"
"7531",36,"management","married","secondary","no",1898,"yes","yes",233,"no"
"7532",40,"services","divorced","secondary","no",1959,"yes","no",177,"no"
"7533",37,"blue-collar","married","primary","no",949,"yes","no",149,"no"
"7534",37,"self-employed","divorced","tertiary","no",601,"yes","no",422,"no"
"7535",50,"technician","married","tertiary","no",11804,"yes","no",83,"no"
"7536",40,"blue-collar","divorced","primary","no",548,"yes","yes",324,"no"
"7537",38,"blue-collar","married","primary","no",563,"yes","no",287,"no"
"7538",55,"blue-collar","married","secondary","no",471,"yes","no",58,"no"
"7539",37,"technician","married","secondary","no",490,"yes","no",226,"no"
"7540",52,"management","married","secondary","no",428,"yes","no",153,"no"
"7541",60,"self-employed","married","primary","no",1226,"yes","no",151,"no"
"7542",38,"housemaid","married","tertiary","no",5669,"yes","no",31,"no"
"7543",33,"management","single","tertiary","no",923,"yes","no",118,"no"
"7544",36,"management","single","tertiary","no",7606,"yes","no",917,"yes"
"7545",37,"technician","single","secondary","no",864,"yes","no",171,"no"
"7546",26,"services","single","secondary","yes",-599,"yes","yes",62,"no"
"7547",38,"entrepreneur","single","secondary","no",473,"yes","yes",133,"no"
"7548",50,"entrepreneur","married","primary","no",237,"yes","yes",184,"no"
"7549",33,"blue-collar","married","secondary","no",-338,"yes","no",91,"no"
"7550",44,"unemployed","divorced","primary","no",757,"no","no",498,"no"
"7551",27,"blue-collar","married","unknown","no",-442,"yes","no",85,"no"
"7552",37,"technician","single","secondary","no",1255,"yes","no",224,"no"
"7553",25,"student","single","secondary","no",1790,"no","no",242,"no"
"7554",34,"blue-collar","single","secondary","no",68,"yes","no",192,"no"
"7555",44,"services","single","secondary","no",-389,"yes","no",207,"no"
"7556",40,"technician","single","secondary","no",5637,"yes","no",553,"yes"
"7557",43,"admin.","married","secondary","no",1807,"yes","yes",711,"no"
"7558",35,"services","married","secondary","no",0,"no","no",147,"no"
"7559",55,"management","divorced","primary","no",3629,"yes","no",87,"no"
"7560",42,"management","married","tertiary","no",2440,"yes","no",199,"no"
"7561",55,"admin.","single","secondary","no",1854,"yes","no",34,"no"
"7562",30,"blue-collar","single","secondary","no",931,"yes","no",65,"no"
"7563",53,"management","married","tertiary","no",146,"no","no",150,"no"
"7564",50,"management","married","tertiary","no",11528,"yes","no",57,"no"
"7565",55,"technician","divorced","tertiary","no",0,"yes","no",234,"no"
"7566",35,"blue-collar","single","primary","no",293,"yes","no",521,"no"
"7567",58,"retired","married","secondary","no",987,"yes","no",555,"no"
"7568",56,"services","divorced","unknown","no",1877,"yes","no",86,"no"
"7569",42,"blue-collar","divorced","secondary","no",685,"yes","no",204,"no"
"7570",38,"management","divorced","tertiary","no",4425,"yes","no",162,"no"
"7571",30,"blue-collar","married","primary","no",-430,"yes","no",648,"no"
"7572",35,"entrepreneur","married","tertiary","no",512,"yes","no",659,"no"
"7573",28,"blue-collar","divorced","primary","no",410,"yes","no",867,"no"
"7574",41,"self-employed","single","tertiary","no",3950,"yes","no",96,"no"
"7575",43,"blue-collar","married","secondary","no",1559,"yes","no",123,"no"
"7576",51,"entrepreneur","married","tertiary","no",267,"yes","no",56,"no"
"7577",45,"admin.","married","secondary","no",840,"yes","no",54,"no"
"7578",27,"blue-collar","married","primary","no",713,"yes","no",152,"no"
"7579",39,"blue-collar","married","primary","no",882,"yes","no",25,"no"
"7580",49,"blue-collar","married","primary","no",130,"no","no",139,"no"
"7581",32,"services","single","secondary","no",1659,"yes","no",120,"no"
"7582",39,"self-employed","married","tertiary","no",3246,"yes","no",491,"no"
"7583",43,"blue-collar","single","primary","no",30,"yes","no",379,"no"
"7584",40,"technician","married","secondary","no",-28,"yes","yes",289,"no"
"7585",35,"blue-collar","divorced","secondary","no",52,"yes","no",574,"no"
"7586",45,"blue-collar","married","unknown","no",818,"yes","no",343,"no"
"7587",26,"technician","single","tertiary","no",686,"yes","no",98,"no"
"7588",52,"management","divorced","tertiary","no",2909,"yes","no",110,"no"
"7589",50,"technician","married","secondary","no",1093,"yes","no",319,"no"
"7590",42,"management","married","secondary","no",1607,"yes","no",108,"no"
"7591",38,"technician","married","secondary","no",226,"yes","no",762,"yes"
"7592",35,"management","married","tertiary","no",-65,"yes","no",80,"no"
"7593",35,"management","single","tertiary","no",4,"yes","no",449,"no"
"7594",39,"management","married","secondary","no",1034,"yes","no",306,"no"
"7595",32,"blue-collar","married","secondary","no",-63,"yes","no",198,"no"
"7596",40,"blue-collar","married","secondary","no",737,"yes","no",135,"no"
"7597",42,"unemployed","married","secondary","no",8131,"yes","no",69,"no"
"7598",37,"services","married","tertiary","no",0,"yes","no",55,"no"
"7599",40,"management","married","tertiary","no",0,"yes","no",138,"no"
"7600",46,"services","married","secondary","no",1227,"yes","yes",135,"no"
"7601",42,"services","married","secondary","no",508,"yes","no",70,"no"
"7602",33,"blue-collar","single","secondary","no",-147,"yes","no",652,"no"
"7603",35,"admin.","single","tertiary","no",0,"no","no",327,"no"
"7604",55,"blue-collar","married","primary","no",828,"yes","no",246,"no"
"7605",43,"blue-collar","married","primary","yes",1202,"no","no",295,"no"
"7606",52,"technician","married","tertiary","no",1405,"yes","yes",255,"no"
"7607",60,"blue-collar","married","secondary","no",2620,"yes","no",523,"no"
"7608",49,"technician","single","secondary","no",74,"yes","no",130,"no"
"7609",58,"retired","married","secondary","no",1874,"no","no",103,"no"
"7610",29,"admin.","married","secondary","no",396,"yes","no",205,"no"
"7611",37,"management","married","tertiary","no",569,"yes","no",92,"no"
"7612",36,"blue-collar","single","secondary","no",366,"yes","yes",1133,"yes"
"7613",37,"technician","single","secondary","no",428,"yes","no",107,"no"
"7614",45,"housemaid","divorced","primary","no",413,"yes","no",65,"no"
"7615",51,"admin.","married","secondary","no",4178,"yes","no",556,"no"
"7616",40,"management","married","tertiary","no",2147,"yes","no",115,"no"
"7617",43,"blue-collar","married","secondary","no",1096,"no","yes",180,"no"
"7618",41,"admin.","single","tertiary","no",1455,"yes","no",87,"no"
"7619",35,"technician","single","secondary","no",-54,"yes","no",70,"no"
"7620",54,"management","divorced","tertiary","no",129,"yes","no",132,"no"
"7621",36,"management","married","tertiary","no",722,"yes","no",312,"no"
"7622",42,"management","married","tertiary","no",1767,"yes","no",283,"no"
"7623",29,"management","married","tertiary","no",1671,"yes","no",182,"no"
"7624",45,"blue-collar","married","secondary","no",130,"yes","no",127,"no"
"7625",37,"management","divorced","tertiary","no",241,"yes","no",126,"no"
"7626",36,"services","married","secondary","no",-260,"yes","no",91,"no"
"7627",45,"blue-collar","married","secondary","no",1964,"yes","no",78,"no"
"7628",38,"management","married","tertiary","no",12855,"yes","no",417,"no"
"7629",50,"services","married","secondary","no",992,"yes","no",407,"no"
"7630",38,"admin.","divorced","secondary","no",661,"yes","no",160,"no"
"7631",49,"admin.","married","secondary","no",-209,"no","no",171,"no"
"7632",59,"retired","married","secondary","no",8107,"no","no",210,"no"
"7633",37,"management","divorced","secondary","no",16,"yes","no",638,"yes"
"7634",46,"management","married","tertiary","no",583,"yes","no",135,"no"
"7635",37,"blue-collar","married","secondary","no",-510,"yes","no",461,"no"
"7636",35,"management","single","tertiary","no",565,"yes","no",763,"yes"
"7637",48,"admin.","divorced","secondary","no",132,"yes","no",171,"no"
"7638",48,"technician","married","secondary","yes",0,"no","no",682,"yes"
"7639",28,"admin.","married","secondary","no",7707,"yes","no",68,"no"
"7640",38,"management","single","tertiary","no",-974,"yes","no",120,"no"
"7641",34,"services","married","secondary","no",457,"yes","no",67,"no"
"7642",37,"blue-collar","married","secondary","no",421,"no","yes",381,"no"
"7643",41,"admin.","divorced","secondary","no",2397,"yes","no",278,"no"
"7644",36,"management","single","tertiary","no",1089,"yes","no",126,"no"
"7645",42,"technician","married","secondary","no",-350,"yes","yes",149,"no"
"7646",54,"technician","divorced","secondary","no",814,"yes","no",95,"no"
"7647",37,"management","single","secondary","no",3167,"yes","no",197,"no"
"7648",34,"management","married","tertiary","no",362,"yes","no",38,"no"
"7649",32,"blue-collar","single","primary","no",315,"yes","no",61,"no"
"7650",31,"blue-collar","married","unknown","yes",-13,"yes","no",176,"no"
"7651",27,"services","single","secondary","no",437,"yes","yes",275,"no"
"7652",33,"blue-collar","married","primary","no",1002,"yes","no",201,"no"
"7653",57,"retired","single","tertiary","no",2528,"yes","yes",724,"no"
"7654",29,"management","married","tertiary","no",239,"yes","no",143,"no"
"7655",32,"services","married","secondary","no",241,"no","no",197,"no"
"7656",51,"management","divorced","tertiary","no",986,"no","no",143,"no"
"7657",54,"blue-collar","divorced","secondary","no",154,"yes","no",197,"no"
"7658",45,"technician","married","secondary","no",3601,"yes","no",536,"no"
"7659",35,"management","single","tertiary","no",644,"yes","no",120,"no"
"7660",38,"admin.","divorced","secondary","no",19,"yes","no",604,"yes"
"7661",43,"admin.","divorced","tertiary","no",1440,"yes","yes",254,"no"
"7662",53,"technician","married","secondary","no",2647,"yes","no",121,"no"
"7663",36,"blue-collar","married","primary","no",243,"yes","yes",118,"no"
"7664",49,"admin.","divorced","secondary","no",169,"yes","no",447,"no"
"7665",39,"blue-collar","divorced","secondary","no",160,"yes","no",151,"no"
"7666",58,"retired","married","primary","no",590,"yes","no",114,"no"
"7667",40,"services","married","primary","no",1082,"yes","no",854,"yes"
"7668",40,"management","married","secondary","no",6695,"yes","no",115,"no"
"7669",42,"unemployed","divorced","secondary","no",1713,"yes","no",855,"yes"
"7670",44,"management","married","tertiary","no",5282,"yes","no",274,"no"
"7671",37,"services","married","secondary","no",-5,"yes","yes",43,"no"
"7672",53,"technician","divorced","primary","no",7290,"yes","no",153,"no"
"7673",38,"technician","married","secondary","no",175,"yes","no",264,"no"
"7674",36,"housemaid","married","secondary","no",419,"yes","no",251,"no"
"7675",46,"management","divorced","tertiary","no",14481,"yes","no",1269,"yes"
"7676",44,"management","divorced","tertiary","no",1379,"yes","no",119,"no"
"7677",32,"admin.","married","secondary","no",1974,"yes","no",104,"no"
"7678",50,"blue-collar","married","primary","no",1290,"yes","no",65,"no"
"7679",39,"technician","single","tertiary","no",4660,"no","no",53,"no"
"7680",55,"unemployed","single","primary","no",5,"yes","no",63,"no"
"7681",35,"blue-collar","married","primary","no",2205,"yes","no",199,"no"
"7682",55,"management","married","secondary","no",11743,"yes","no",75,"no"
"7683",36,"blue-collar","married","primary","no",287,"yes","no",157,"no"
"7684",32,"management","married","tertiary","no",132,"yes","no",565,"no"
"7685",50,"technician","married","secondary","no",2062,"no","no",165,"no"
"7686",50,"management","married","tertiary","no",1158,"yes","no",150,"no"
"7687",40,"management","single","tertiary","no",-199,"yes","yes",109,"no"
"7688",52,"blue-collar","married","primary","no",2144,"yes","no",60,"no"
"7689",40,"admin.","divorced","secondary","no",-105,"yes","no",385,"no"
"7690",55,"services","married","unknown","no",1210,"yes","no",868,"no"
"7691",59,"retired","married","secondary","no",4414,"yes","no",161,"no"
"7692",51,"technician","married","secondary","no",4924,"yes","no",448,"no"
"7693",51,"management","married","secondary","no",2632,"no","no",137,"no"
"7694",36,"unemployed","single","tertiary","no",577,"yes","no",155,"no"
"7695",40,"admin.","married","secondary","no",1597,"yes","no",633,"no"
"7696",37,"self-employed","divorced","tertiary","no",1513,"no","no",510,"no"
"7697",51,"blue-collar","married","secondary","no",1440,"yes","no",309,"no"
"7698",58,"self-employed","married","secondary","no",1407,"yes","no",58,"no"
"7699",39,"technician","married","tertiary","no",123,"yes","no",127,"no"
"7700",26,"blue-collar","single","secondary","no",2,"yes","no",170,"no"
"7701",41,"blue-collar","married","secondary","no",629,"yes","yes",208,"no"
"7702",49,"technician","married","primary","no",2343,"yes","no",129,"no"
"7703",41,"entrepreneur","married","primary","no",740,"yes","no",134,"no"
"7704",41,"blue-collar","married","secondary","no",438,"yes","no",129,"no"
"7705",34,"technician","married","secondary","no",650,"yes","no",184,"no"
"7706",49,"technician","married","secondary","no",2344,"yes","no",371,"no"
"7707",45,"admin.","married","secondary","no",820,"yes","no",145,"no"
"7708",41,"services","married","secondary","no",96,"yes","no",136,"no"
"7709",53,"management","married","tertiary","no",3911,"yes","yes",63,"no"
"7710",42,"blue-collar","married","secondary","no",2441,"yes","no",143,"no"
"7711",51,"management","married","tertiary","no",0,"yes","no",151,"no"
"7712",32,"blue-collar","married","secondary","no",419,"yes","no",56,"no"
"7713",47,"blue-collar","married","primary","no",176,"yes","no",35,"no"
"7714",41,"admin.","married","secondary","no",4539,"no","no",298,"no"
"7715",44,"technician","single","secondary","no",2403,"yes","no",158,"no"
"7716",35,"technician","single","tertiary","no",391,"yes","no",47,"no"
"7717",44,"admin.","married","secondary","no",14,"no","yes",827,"no"
"7718",42,"entrepreneur","married","tertiary","no",287,"yes","yes",83,"no"
"7719",44,"blue-collar","single","primary","no",787,"yes","no",570,"no"
"7720",28,"blue-collar","single","primary","no",-232,"yes","no",557,"no"
"7721",32,"blue-collar","married","secondary","no",883,"yes","yes",59,"no"
"7722",44,"admin.","married","secondary","no",734,"yes","no",38,"no"
"7723",34,"blue-collar","married","primary","no",275,"yes","no",170,"no"
"7724",37,"technician","married","secondary","no",5115,"yes","no",45,"no"
"7725",60,"admin.","married","secondary","no",4120,"yes","yes",422,"no"
"7726",45,"services","married","secondary","no",475,"yes","no",230,"no"
"7727",27,"technician","married","secondary","no",7102,"yes","no",141,"no"
"7728",24,"admin.","single","secondary","no",1235,"yes","yes",76,"no"
"7729",35,"technician","divorced","secondary","no",5724,"yes","no",691,"yes"
"7730",52,"admin.","married","primary","no",321,"yes","no",141,"no"
"7731",45,"blue-collar","married","secondary","no",159,"yes","yes",251,"no"
"7732",29,"services","married","secondary","no",-443,"yes","no",238,"no"
"7733",34,"technician","divorced","secondary","no",1451,"yes","no",1097,"yes"
"7734",24,"technician","single","secondary","no",278,"yes","no",111,"no"
"7735",41,"admin.","married","secondary","no",-111,"yes","no",84,"no"
"7736",37,"management","single","tertiary","no",614,"yes","no",371,"no"
"7737",51,"management","divorced","tertiary","no",1267,"yes","no",254,"no"
"7738",37,"technician","single","secondary","no",786,"yes","no",103,"no"
"7739",51,"management","married","tertiary","no",307,"yes","no",206,"no"
"7740",29,"self-employed","single","tertiary","no",121,"yes","no",1500,"yes"
"7741",35,"blue-collar","married","secondary","no",535,"yes","no",265,"no"
"7742",44,"technician","married","secondary","no",858,"no","no",567,"no"
"7743",27,"blue-collar","married","secondary","no",1341,"yes","yes",254,"no"
"7744",43,"admin.","married","secondary","no",25741,"yes","no",464,"no"
"7745",32,"services","married","secondary","no",-34,"yes","no",1236,"yes"
"7746",51,"housemaid","married","tertiary","no",3122,"yes","no",33,"no"
"7747",44,"technician","married","secondary","no",561,"yes","no",613,"no"
"7748",45,"blue-collar","married","primary","no",676,"yes","no",156,"no"
"7749",45,"technician","single","unknown","no",7108,"yes","yes",1212,"no"
"7750",57,"technician","married","secondary","no",0,"yes","yes",200,"no"
"7751",46,"technician","married","secondary","no",49,"yes","no",96,"no"
"7752",36,"blue-collar","married","secondary","no",740,"yes","no",171,"no"
"7753",49,"management","married","tertiary","no",1216,"yes","yes",244,"no"
"7754",42,"blue-collar","married","primary","no",188,"yes","no",53,"no"
"7755",51,"management","married","secondary","no",614,"yes","yes",91,"no"
"7756",35,"blue-collar","married","primary","no",361,"yes","no",185,"no"
"7757",49,"management","divorced","tertiary","no",-2049,"yes","no",169,"no"
"7758",47,"blue-collar","married","secondary","no",1794,"yes","yes",515,"no"
"7759",27,"services","single","tertiary","no",3021,"yes","no",388,"no"
"7760",43,"blue-collar","married","primary","no",6614,"no","no",192,"no"
"7761",52,"admin.","married","primary","no",2255,"yes","no",178,"no"
"7762",32,"management","divorced","tertiary","no",1589,"yes","no",422,"no"
"7763",29,"services","divorced","secondary","no",590,"yes","no",76,"no"
"7764",50,"unemployed","married","secondary","no",3674,"yes","no",886,"yes"
"7765",29,"self-employed","single","tertiary","no",579,"no","no",296,"no"
"7766",39,"unemployed","single","secondary","no",356,"yes","no",462,"no"
"7767",51,"blue-collar","married","secondary","no",1374,"yes","no",378,"no"
"7768",35,"blue-collar","married","secondary","no",698,"yes","yes",1343,"yes"
"7769",32,"admin.","divorced","tertiary","no",-127,"yes","no",288,"no"
"7770",39,"management","married","tertiary","no",564,"yes","no",136,"no"
"7771",43,"management","single","tertiary","no",690,"yes","no",58,"no"
"7772",38,"management","married","tertiary","no",2548,"yes","no",60,"no"
"7773",45,"management","married","tertiary","no",2022,"no","no",340,"no"
"7774",43,"admin.","divorced","secondary","no",729,"yes","no",668,"no"
"7775",52,"management","married","tertiary","no",1065,"yes","yes",159,"no"
"7776",40,"admin.","single","secondary","no",2002,"yes","no",113,"no"
"7777",35,"student","single","secondary","no",2960,"yes","no",123,"no"
"7778",44,"blue-collar","married","secondary","no",3224,"yes","no",306,"no"
"7779",42,"admin.","divorced","secondary","no",435,"yes","no",148,"no"
"7780",29,"blue-collar","married","primary","no",200,"yes","no",322,"no"
"7781",51,"technician","divorced","secondary","no",468,"yes","no",475,"no"
"7782",41,"housemaid","married","tertiary","no",783,"yes","no",130,"no"
"7783",54,"self-employed","married","secondary","no",12159,"yes","no",183,"no"
"7784",42,"technician","divorced","secondary","no",3043,"yes","yes",224,"no"
"7785",45,"services","single","secondary","no",482,"yes","yes",637,"no"
"7786",42,"technician","married","secondary","no",4791,"yes","no",88,"no"
"7787",53,"management","married","tertiary","no",-601,"yes","no",509,"no"
"7788",48,"technician","married","unknown","no",2005,"yes","no",152,"no"
"7789",35,"management","single","tertiary","no",0,"yes","no",147,"no"
"7790",32,"admin.","divorced","secondary","no",-19,"yes","no",97,"no"
"7791",35,"management","divorced","tertiary","no",3254,"no","no",337,"no"
"7792",46,"blue-collar","married","primary","no",-287,"yes","no",113,"no"
"7793",48,"services","married","secondary","no",7019,"yes","no",465,"no"
"7794",31,"technician","divorced","secondary","no",646,"yes","no",294,"no"
"7795",28,"management","single","tertiary","no",0,"yes","no",224,"no"
"7796",36,"technician","single","secondary","no",4136,"yes","no",812,"yes"
"7797",31,"management","single","tertiary","no",453,"yes","no",58,"no"
"7798",49,"self-employed","married","secondary","no",2061,"yes","yes",137,"no"
"7799",43,"management","married","tertiary","no",19,"yes","no",126,"no"
"7800",53,"management","married","tertiary","no",1144,"yes","no",142,"no"
"7801",35,"blue-collar","single","secondary","no",-257,"yes","no",312,"no"
"7802",31,"technician","divorced","secondary","no",342,"yes","no",34,"no"
"7803",39,"technician","married","unknown","no",839,"no","no",825,"no"
"7804",41,"services","married","primary","no",373,"yes","no",240,"no"
"7805",56,"management","married","tertiary","no",-45,"yes","no",116,"no"
"7806",37,"technician","married","secondary","no",1120,"yes","no",103,"no"
"7807",37,"technician","married","secondary","no",-403,"yes","no",31,"no"
"7808",31,"blue-collar","single","secondary","no",-219,"yes","no",66,"no"
"7809",51,"retired","married","primary","no",752,"yes","no",214,"no"
"7810",25,"management","single","unknown","no",17,"yes","no",65,"no"
"7811",53,"services","married","secondary","no",2719,"yes","no",80,"no"
"7812",53,"blue-collar","divorced","primary","no",2656,"yes","no",1980,"yes"
"7813",45,"technician","married","secondary","no",2124,"yes","no",84,"no"
"7814",36,"management","single","tertiary","no",2806,"yes","no",358,"no"
"7815",53,"technician","single","secondary","no",198,"yes","yes",521,"no"
"7816",32,"admin.","married","secondary","no",305,"yes","no",200,"no"
"7817",41,"technician","married","secondary","no",2990,"yes","no",62,"no"
"7818",36,"unemployed","single","tertiary","no",1316,"yes","no",265,"no"
"7819",36,"management","single","tertiary","no",548,"yes","yes",618,"no"
"7820",27,"services","single","secondary","no",2153,"yes","no",256,"no"
"7821",36,"admin.","married","secondary","no",1954,"yes","yes",199,"no"
"7822",32,"technician","single","secondary","no",562,"yes","no",722,"yes"
"7823",47,"technician","married","primary","no",12531,"yes","no",888,"no"
"7824",51,"entrepreneur","married","secondary","no",0,"no","no",510,"no"
"7825",38,"management","single","tertiary","no",126,"yes","no",355,"no"
"7826",27,"blue-collar","married","primary","no",106,"yes","no",150,"no"
"7827",41,"management","divorced","secondary","no",2666,"yes","no",170,"no"
"7828",49,"blue-collar","married","secondary","no",366,"yes","yes",191,"no"
"7829",38,"blue-collar","married","primary","no",580,"yes","no",572,"no"
"7830",44,"technician","married","secondary","no",0,"yes","no",243,"no"
"7831",36,"blue-collar","married","secondary","no",429,"yes","no",140,"no"
"7832",55,"technician","married","secondary","no",2760,"yes","no",267,"no"
"7833",47,"technician","married","secondary","no",1387,"yes","no",219,"no"
"7834",48,"blue-collar","married","secondary","no",1841,"yes","no",216,"no"
"7835",27,"technician","single","secondary","no",430,"yes","yes",78,"no"
"7836",43,"entrepreneur","married","primary","no",0,"yes","no",222,"no"
"7837",40,"management","single","tertiary","no",402,"yes","no",243,"no"
"7838",47,"blue-collar","married","unknown","no",61,"yes","no",212,"no"
"7839",44,"technician","divorced","secondary","no",752,"yes","no",363,"no"
"7840",26,"technician","single","secondary","no",174,"yes","no",67,"no"
"7841",25,"blue-collar","single","secondary","no",352,"yes","no",156,"no"
"7842",55,"admin.","married","secondary","no",420,"yes","no",41,"no"
"7843",38,"management","married","tertiary","no",49,"no","no",108,"no"
"7844",38,"services","married","secondary","no",-762,"yes","yes",408,"no"
"7845",37,"blue-collar","married","primary","no",461,"yes","no",272,"no"
"7846",30,"blue-collar","married","secondary","no",119,"yes","no",281,"no"
"7847",44,"blue-collar","married","primary","no",314,"yes","no",742,"no"
"7848",35,"management","single","tertiary","no",687,"yes","no",166,"no"
"7849",40,"blue-collar","married","secondary","no",0,"yes","no",376,"no"
"7850",30,"services","married","secondary","yes",-849,"yes","no",138,"no"
"7851",23,"services","single","tertiary","no",363,"yes","no",16,"no"
"7852",46,"management","single","tertiary","no",2904,"yes","no",984,"yes"
"7853",32,"blue-collar","married","secondary","no",1484,"yes","no",363,"no"
"7854",38,"blue-collar","married","secondary","no",602,"yes","no",161,"no"
"7855",44,"technician","married","secondary","no",596,"yes","no",28,"no"
"7856",33,"technician","single","secondary","no",268,"yes","no",275,"no"
"7857",46,"entrepreneur","married","secondary","no",1375,"yes","no",170,"no"
"7858",32,"management","single","tertiary","no",127,"yes","no",66,"no"
"7859",58,"blue-collar","married","secondary","no",1025,"yes","no",199,"no"
"7860",35,"blue-collar","married","secondary","no",674,"yes","no",274,"no"
"7861",50,"admin.","single","secondary","no",692,"yes","no",136,"no"
"7862",32,"blue-collar","single","secondary","no",1036,"yes","yes",62,"no"
"7863",40,"technician","divorced","secondary","no",692,"yes","no",58,"no"
"7864",30,"technician","married","secondary","no",1,"yes","no",189,"no"
"7865",31,"management","single","tertiary","yes",-365,"yes","no",319,"no"
"7866",57,"technician","married","secondary","no",16063,"yes","no",352,"no"
"7867",26,"management","single","tertiary","no",1004,"yes","no",228,"yes"
"7868",36,"technician","divorced","secondary","no",1285,"no","no",230,"no"
"7869",35,"blue-collar","married","primary","no",2708,"yes","no",178,"no"
"7870",50,"self-employed","married","secondary","no",-465,"yes","no",42,"no"
"7871",41,"admin.","married","secondary","no",8238,"yes","yes",124,"no"
"7872",58,"management","married","primary","no",320,"yes","no",171,"no"
"7873",55,"technician","married","secondary","no",0,"yes","no",119,"no"
"7874",35,"technician","single","secondary","no",1,"no","no",66,"no"
"7875",27,"services","married","secondary","no",271,"yes","no",130,"no"
"7876",40,"admin.","married","secondary","no",1538,"yes","no",390,"no"
"7877",31,"housemaid","married","secondary","no",1,"yes","no",101,"no"
"7878",37,"admin.","single","unknown","no",179,"no","no",100,"no"
"7879",51,"retired","divorced","secondary","no",343,"yes","no",78,"no"
"7880",52,"blue-collar","married","primary","no",2439,"yes","no",212,"no"
"7881",44,"admin.","single","secondary","no",946,"yes","no",181,"no"
"7882",27,"management","single","tertiary","no",2061,"yes","no",72,"no"
"7883",45,"entrepreneur","married","secondary","no",404,"yes","no",390,"no"
"7884",54,"blue-collar","married","primary","no",-636,"yes","no",324,"no"
"7885",23,"blue-collar","single","secondary","no",1690,"yes","yes",163,"no"
"7886",59,"admin.","married","primary","no",2532,"yes","no",110,"no"
